店铺ID,店铺名,地区名,月售
dceab132-7727-11ea-98c9-525400c74cae,友记馄饨店,梁溪区,2010
dceab16e-7727-11ea-98c9-525400c74cae,双华淮南牛肉汤,梁溪区,2107
3d8af6c3-7725-11ea-98c9-525400c74cae,双渔过桥米线（湖滨商业街店）,滨湖区,1978
b7d7e518-741f-11ea-98c9-525400c74cae,双睿锡城毛肚火锅,锡山区,2064
c4354d21-741d-11ea-98c9-525400c74cae,双红记陕西肉夹馍（彩虹城店）,新吴区,2978
6ad79ccf-7727-11ea-98c9-525400c74cae,双青小吃（砂锅粉丝、炒饭炒面炒米粉炒年糕）,宜兴市,866
dceab1a8-7727-11ea-98c9-525400c74cae,双鱼座（招商城店）,梁溪区,536
dceab1e1-7727-11ea-98c9-525400c74cae,双鱼过桥米线（五爱店）,梁溪区,973
dceab21a-7727-11ea-98c9-525400c74cae,发糕米饭饼酒酿米糕,梁溪区,546
6ad79d0a-7727-11ea-98c9-525400c74cae,口口佳冷饮批发,宜兴市,312
dceab254-7727-11ea-98c9-525400c74cae,口口香重庆鸡公煲（广瑞路店）,梁溪区,3251
c4354d5c-741d-11ea-98c9-525400c74cae,口口鲜水饺,新吴区,319
dceab28e-7727-11ea-98c9-525400c74cae,口口鲜水饺（健康路店）,梁溪区,3103
c9131e9e-7726-11ea-98c9-525400c74cae,口是心扉PIZZA·牛排·意面（江阴步行街店店）,江阴市,1780
dceab2c9-7727-11ea-98c9-525400c74cae,口水鸡排（酒吧街店）,梁溪区,577
c9131ed7-7726-11ea-98c9-525400c74cae,口袋零食（中街店）,江阴市,918
6ad79d44-7727-11ea-98c9-525400c74cae,古味厚道老香港手工蛋糕,宜兴市,1899
dceab303-7727-11ea-98c9-525400c74cae,古味早到（民丰店）,梁溪区,371
dceab33d-7727-11ea-98c9-525400c74cae,古味早到（永丰店）,梁溪区,356
dceab376-7727-11ea-98c9-525400c74cae,古味早到（靖海店）,梁溪区,2118
3d8af718-7725-11ea-98c9-525400c74cae,古家酸菜鱼(西园里店),滨湖区,722
dceab3e7-7727-11ea-98c9-525400c74cae,古派西饼屋(蛋糕)手撕面包,梁溪区,1270
6ad79d7d-7727-11ea-98c9-525400c74cae,古茗(东山店),宜兴市,778
6ad79db5-7727-11ea-98c9-525400c74cae,古茗(东虹店),宜兴市,205
b7d7c47b-741f-11ea-98c9-525400c74cae,古茗（八士店）,锡山区,478
6ad79ded-7727-11ea-98c9-525400c74cae,古茗（环科园店）,宜兴市,533
b7d7e29d-741f-11ea-98c9-525400c74cae,古茗（锡山东港店）,锡山区,525
3d8af772-7725-11ea-98c9-525400c74cae,古香楼小笼馄饨（芦庄店）,滨湖区,833
c4354e02-741d-11ea-98c9-525400c74cae,古香楼小笼馄饨（长江路店）,新吴区,457
b7d7daec-741f-11ea-98c9-525400c74cae,古香楼（东亭店）,锡山区,632
3d8af7d2-7725-11ea-98c9-525400c74cae,叫一个鸡（芦庄店）,滨湖区,587
c9131f10-7726-11ea-98c9-525400c74cae,叫个椒麻鸡,江阴市,2440
c9131f49-7726-11ea-98c9-525400c74cae,叫个沙拉,江阴市,1352
dceab422-7727-11ea-98c9-525400c74cae,叫个沙拉（无锡旗舰店）,梁溪区,1433
6ad79e24-7727-11ea-98c9-525400c74cae,叫个沙拉（环科园店）,宜兴市,622
dceab45c-7727-11ea-98c9-525400c74cae,叫个蔬菜 (曹张店),梁溪区,2360
dceab495-7727-11ea-98c9-525400c74cae,叫了一只炸鸡,梁溪区,1963
c4354e3b-741d-11ea-98c9-525400c74cae,叫了一只炸鸡（新区店）,新吴区,592
dceab4da-7727-11ea-98c9-525400c74cae,叫了个炸鸡,梁溪区,1177
3d8af83a-7725-11ea-98c9-525400c74cae,叫了个炸鸡(湖滨商业街店),滨湖区,2919
dceab514-7727-11ea-98c9-525400c74cae,叫了个炸鸡（天御广场店）,梁溪区,986
c9131f84-7726-11ea-98c9-525400c74cae,叫了个炸鸡（少年宫店）,江阴市,3021
c9131fbc-7726-11ea-98c9-525400c74cae,叫了个炸鸡（江阴店）,江阴市,1533
dceab54e-7727-11ea-98c9-525400c74cae,叫了只炸鸡（中山路店）,梁溪区,1677
dceab587-7727-11ea-98c9-525400c74cae,叫了只炸鸡（无锡店3）,梁溪区,3119
dceab5c1-7727-11ea-98c9-525400c74cae,叫了只炸鸡（无锡总店）,梁溪区,3161
c9131ff8-7726-11ea-98c9-525400c74cae,叫了只炸鸡（江阴店）,江阴市,1350
c9132031-7726-11ea-98c9-525400c74cae,叫了只炸鸡（西郊店）,江阴市,1340
dceab5fa-7727-11ea-98c9-525400c74cae,叫了只鸡（叙丰家园店 ）,梁溪区,1036
dceab636-7727-11ea-98c9-525400c74cae,叫了只鸡（山北店）,梁溪区,889
dceab66f-7727-11ea-98c9-525400c74cae,叫了只鸡（无锡总店2）,梁溪区,2704
dceab6ab-7727-11ea-98c9-525400c74cae,叫了只鸡（无锡总店）,梁溪区,3249
3d8af891-7725-11ea-98c9-525400c74cae,叫了只鸡（江大店）,滨湖区,2850
c4354e73-741d-11ea-98c9-525400c74cae,叫了只鸡（融侨店）,新吴区,1610
b7d7b6bd-741f-11ea-98c9-525400c74cae,叫板麻辣烫,锡山区,1080
dceab6e5-7727-11ea-98c9-525400c74cae,叮当章鱼烧（三阳广场店）,梁溪区,1856
c913206a-7726-11ea-98c9-525400c74cae,可可奶茶，铁板鱿鱼,江阴市,533
dceab720-7727-11ea-98c9-525400c74cae,可爱雪,梁溪区,766
c91320a5-7726-11ea-98c9-525400c74cae,可瑞芙西式简餐,江阴市,697
6ad79e5b-7727-11ea-98c9-525400c74cae,可颂私家烘焙,宜兴市,352
dceab75a-7727-11ea-98c9-525400c74cae,台北南村,梁溪区,501
c4354eae-741d-11ea-98c9-525400c74cae,台拾记古早味现烤蛋糕,新吴区,675
dceab793-7727-11ea-98c9-525400c74cae,台拾记台湾古早味现烤蛋糕,梁溪区,2549
c4354ee8-741d-11ea-98c9-525400c74cae,台湾.卤肉牛排饭（春潮店）,新吴区,530
c91320de-7726-11ea-98c9-525400c74cae,台湾手抓饼（花园店）,江阴市,1138
dceab7cf-7727-11ea-98c9-525400c74cae,台湾花甲王,梁溪区,2595
6ad79e93-7727-11ea-98c9-525400c74cae,台湾花甲王（大闸蟹龙虾炸串凉皮鸭脖）,宜兴市,1414
6ad79ed9-7727-11ea-98c9-525400c74cae,台湾饭团（东虹店）,宜兴市,3259
6ad79f11-7727-11ea-98c9-525400c74cae,台湾饭团（步行街店）,宜兴市,701
3d8af8f4-7725-11ea-98c9-525400c74cae,台资味·卤肉饭（无锡八方汇店）,滨湖区,1191
c4354f22-741d-11ea-98c9-525400c74cae,台资味·卤肉饭（无锡新吴茂业店）,新吴区,957
6ad79f4f-7727-11ea-98c9-525400c74cae,台资味台式便当(宜兴店),宜兴市,1598
dceab808-7727-11ea-98c9-525400c74cae,台道火爆大鱿鱼,梁溪区,850
6ad79f8a-7727-11ea-98c9-525400c74cae,台道火爆大鱿鱼（宜兴八佰伴店）,宜兴市,733
c4354f5a-741d-11ea-98c9-525400c74cae,台道火爆大鱿鱼（新之城店）,新吴区,393
b7d7dab5-741f-11ea-98c9-525400c74cae,台道火爆大鱿鱼（荟聚购物中心店）,锡山区,517
dceab841-7727-11ea-98c9-525400c74cae,台铺奶茶（三阳东翼店）,梁溪区,3336
dceab87b-7727-11ea-98c9-525400c74cae,叱客打边炉（烧烤）,梁溪区,1047
dceab8b4-7727-11ea-98c9-525400c74cae,史先生海鲜龙虾,梁溪区,764
c4354f93-741d-11ea-98c9-525400c74cae,叶十八,新吴区,744
dceab8ed-7727-11ea-98c9-525400c74cae,叶子与茶(苏宁店),梁溪区,1245
dceab927-7727-11ea-98c9-525400c74cae,叶子粥铺,梁溪区,3429
dceab961-7727-11ea-98c9-525400c74cae,叶子黄焖鸡米饭(上马墩店),梁溪区,3322
dceab99a-7727-11ea-98c9-525400c74cae,叶记烤饼（酸辣汤、凉皮）,梁溪区,784
c913214f-7726-11ea-98c9-525400c74cae,叶霞冷饮批发,江阴市,450
dceab9d5-7727-11ea-98c9-525400c74cae,吃渝,梁溪区,79
c4355072-741d-11ea-98c9-525400c74cae,吃货联盟休闲食品,新吴区,766
b7d7f358-741f-11ea-98c9-525400c74cae,吃饭皇帝大·土家湘菜馆（荟聚店）,锡山区,320
dceaba0f-7727-11ea-98c9-525400c74cae,合佳欢城市饭堂,梁溪区,1014
c9132187-7726-11ea-98c9-525400c74cae,合德记顺德双皮奶（江阴店）,江阴市,1143
c91321c0-7726-11ea-98c9-525400c74cae,合悦贵妃凉皮(天鹤路店),江阴市,1011
3d8af953-7725-11ea-98c9-525400c74cae,合悦贵妃凉皮（万象城店）,滨湖区,737
c91321f8-7726-11ea-98c9-525400c74cae,合悦贵妃凉皮（印象汇店）,江阴市,823
c43550ab-741d-11ea-98c9-525400c74cae,合悦贵妃凉皮（宝龙城市广场店）,新吴区,609
c913223f-7726-11ea-98c9-525400c74cae,合悦贵妃凉皮（步行街店）,江阴市,1185
dceaba49-7727-11ea-98c9-525400c74cae,合悦贵妃凉皮（百乐店）,梁溪区,933
c913227c-7726-11ea-98c9-525400c74cae,合泰园包子（花园路店）,江阴市,495
c91322b6-7726-11ea-98c9-525400c74cae,合泰园包子（锦隆店）,江阴市,442
dceaba84-7727-11ea-98c9-525400c74cae,吉全盛龙虾烧烤,梁溪区,1574
c91322ef-7726-11ea-98c9-525400c74cae,吉品冒菜王（芙蓉路店）,江阴市,288
c43550e4-741d-11ea-98c9-525400c74cae,吉品滷肉饭,新吴区,728
3d8afa4c-7725-11ea-98c9-525400c74cae,吉庆酸菜鱼,滨湖区,181
c4355156-741d-11ea-98c9-525400c74cae,吉成阁炭烤串（尚东店）,新吴区,1997
c435518f-741d-11ea-98c9-525400c74cae,吉玲园黄焖鸡米饭过桥米线,新吴区,163
6ad79fc4-7727-11ea-98c9-525400c74cae,吉田屋便当,宜兴市,354
b7d817f8-741f-11ea-98c9-525400c74cae,吉祥冷饮（张泾店）,锡山区,964
c43551c7-741d-11ea-98c9-525400c74cae,吉祥早餐店（中邦欢乐颂店）,新吴区,649
dceababe-7727-11ea-98c9-525400c74cae,吉祥糕团店,梁溪区,2953
3d8afab4-7725-11ea-98c9-525400c74cae,吉祥面馆,滨湖区,192
dceabaf8-7727-11ea-98c9-525400c74cae,吉祥馄饨（无锡火车站店）,梁溪区,292
dceabb31-7727-11ea-98c9-525400c74cae,吉米菜馆（保利店）,梁溪区,752
dceabb6c-7727-11ea-98c9-525400c74cae,吉美馄饨,梁溪区,423
dceabba5-7727-11ea-98c9-525400c74cae,吉聖客（汉堡、奶茶、快餐）,梁溪区,1125
dceabbdf-7727-11ea-98c9-525400c74cae,吉莉花店（北匝道店）,梁溪区,1311
b7d81912-741f-11ea-98c9-525400c74cae,同庆楼（华夏中路店）,锡山区,1575
b7d81c0a-741f-11ea-98c9-525400c74cae,同庆楼（安镇店）,锡山区,2476
c9132326-7726-11ea-98c9-525400c74cae,同心超市,江阴市,471
6ad79ffc-7727-11ea-98c9-525400c74cae,同福嘉食,宜兴市,545
6ad7a033-7727-11ea-98c9-525400c74cae,同粥,宜兴市,919
dceabd26-7727-11ea-98c9-525400c74cae,名创优品（江苏无锡崇安苏宁广场店）,梁溪区,1313
c913235f-7726-11ea-98c9-525400c74cae,名创优品（江阴澄江中路新一城店）,江阴市,683
c9132399-7726-11ea-98c9-525400c74cae,名都水果（绮山路店）,江阴市,2931
dceabd60-7727-11ea-98c9-525400c74cae,名香泰过桥米线·无骨酸菜鱼（南长街店）,梁溪区,644
dceabd99-7727-11ea-98c9-525400c74cae,名香泰过桥米线·无骨酸菜鱼（胜利门店）,梁溪区,2328
dceabdd4-7727-11ea-98c9-525400c74cae,后后茶（五爱路店）,梁溪区,1756
dceabe0f-7727-11ea-98c9-525400c74cae,后西溪麻辣烫（十年老店）,梁溪区,3040
dceabe47-7727-11ea-98c9-525400c74cae,向日葵花店,梁溪区,960
c43552fd-741d-11ea-98c9-525400c74cae,吗哪·珲春串城（假日广场店）,新吴区,1373
dceabef0-7727-11ea-98c9-525400c74cae,君凌重庆小面（永乐路店）,梁溪区,766
c91323d0-7726-11ea-98c9-525400c74cae,君姐小吃,江阴市,67
dceabf28-7727-11ea-98c9-525400c74cae,君来梁溪饭店,梁溪区,1122
3d8afb18-7725-11ea-98c9-525400c74cae,吞屋丼牛肉饭（中桥店）,滨湖区,820
dceabf63-7727-11ea-98c9-525400c74cae,吞屋丼牛肉饭（名品城店）,梁溪区,1592
c4355335-741d-11ea-98c9-525400c74cae,吞屋丼牛肉饭（新区店）,新吴区,784
dceabf9c-7727-11ea-98c9-525400c74cae,吧吧嘴品质便当,梁溪区,266
6ad7a06b-7727-11ea-98c9-525400c74cae,吧嗒嘴煎饼果儿,宜兴市,934
dceabfdb-7727-11ea-98c9-525400c74cae,启成炸酱面（无锡仅此一家）,梁溪区,1171
dceac032-7727-11ea-98c9-525400c74cae,启达风达西饼生日蛋糕,梁溪区,356
dceac08b-7727-11ea-98c9-525400c74cae,吴先森烤鸭店(学前东路店),梁溪区,717
dceac0c7-7727-11ea-98c9-525400c74cae,吴小姐的饭,梁溪区,452
3d8afb71-7725-11ea-98c9-525400c74cae,吴师傅私房菜馆（东绛店）,滨湖区,1736
c9132408-7726-11ea-98c9-525400c74cae,吴氏早点,江阴市,537
c9132441-7726-11ea-98c9-525400c74cae,吴老大家牛骨牛肉火锅,江阴市,3517
dceac137-7727-11ea-98c9-525400c74cae,吴记健康夜市豆浆油条,梁溪区,947
dceac0ff-7727-11ea-98c9-525400c74cae,吴记健康夜市豆浆油条(上马墩店),梁溪区,3635
c9132479-7726-11ea-98c9-525400c74cae,吴记油条分店,江阴市,732
dceac170-7727-11ea-98c9-525400c74cae,吴记油条店（南丰店）,梁溪区,1551
dceac21c-7727-11ea-98c9-525400c74cae,吴记烧饼无矾油条,梁溪区,1805
c91324b2-7726-11ea-98c9-525400c74cae,吴记烧饼无矾油条(大桥菜场店),江阴市,611
c91324ed-7726-11ea-98c9-525400c74cae,吴记烧饼无矾油条(河北街店),江阴市,3228
dceac257-7727-11ea-98c9-525400c74cae,吴记烧饼无矾油条早餐店（小木桥店）,梁溪区,3188
dceac292-7727-11ea-98c9-525400c74cae,吴记烧饼无矾油条（上马墩店）,梁溪区,904
c9132526-7726-11ea-98c9-525400c74cae,吴记烧饼无矾油条（健康菜场店）,江阴市,611
dceac2cc-7727-11ea-98c9-525400c74cae,吴记烧饼无矾油条（南禅寺朝阳店）,梁溪区,1413
c9132560-7726-11ea-98c9-525400c74cae,吴记烧饼无矾油条（文定菜场分店）,江阴市,564
dceac305-7727-11ea-98c9-525400c74cae,吴记烧饼无矾油条（梨庄分店）,梁溪区,1503
c9132599-7726-11ea-98c9-525400c74cae,吴记烧饼无矾油条（河北街天鹤店）,江阴市,660
c91325d2-7726-11ea-98c9-525400c74cae,吴记烧饼油条（滨江文化中路店）,江阴市,521
c913260c-7726-11ea-98c9-525400c74cae,吴记牛肉汤馆（大桥店）,江阴市,180
c43553a4-741d-11ea-98c9-525400c74cae,吴记酸辣汤（五星家园）,新吴区,401
c9132646-7726-11ea-98c9-525400c74cae,吴越小李包子,江阴市,569
b7d7a797-741f-11ea-98c9-525400c74cae,吹牛啤（东北塘店）,锡山区,2298
dceac33e-7727-11ea-98c9-525400c74cae,吻我鸭(广益哥伦布店),梁溪区,2108
dceac376-7727-11ea-98c9-525400c74cae,吾兜果蔬生鲜,梁溪区,1312
3d8afbca-7725-11ea-98c9-525400c74cae,吾家饭饭,滨湖区,451
c913267f-7726-11ea-98c9-525400c74cae,吾自有川【印象汇店】,江阴市,216
6ad7a197-7727-11ea-98c9-525400c74cae,吾食,宜兴市,715
c4355418-741d-11ea-98c9-525400c74cae,吾饮良品（新之城店）,新吴区,543
dceac3af-7727-11ea-98c9-525400c74cae,呀咪咖喱屋（无锡店）,梁溪区,2050
dceac420-7727-11ea-98c9-525400c74cae,呈湘•土家菜（人民东路店）,梁溪区,716
dceac459-7727-11ea-98c9-525400c74cae,告白花艺,梁溪区,140
c91326ef-7726-11ea-98c9-525400c74cae,呜拉拉超市,江阴市,533
dceac493-7727-11ea-98c9-525400c74cae,周先生的饭（民丰店）,梁溪区,1353
6ad7a1d4-7727-11ea-98c9-525400c74cae,周师傅油炸（东山）,宜兴市,2278
3d8afc20-7725-11ea-98c9-525400c74cae,周新苑卤菜店,滨湖区,409
dceac4cc-7727-11ea-98c9-525400c74cae,周记佛跳墙捞饭（崇宁路店）,梁溪区,474
dceac504-7727-11ea-98c9-525400c74cae,周记烧汁饭（乐都汇店）,梁溪区,2377
dceac59b-7727-11ea-98c9-525400c74cae,周记粥铺,梁溪区,462
6ad7a217-7727-11ea-98c9-525400c74cae,周记黑鸭（锦绣店）,宜兴市,325
c9132727-7726-11ea-98c9-525400c74cae,周铁梅姨臭豆腐,江阴市,464
dceac5d9-7727-11ea-98c9-525400c74cae,周铁梅姨臭豆腐(恒隆店),梁溪区,2969
6ad7a271-7727-11ea-98c9-525400c74cae,周铁臭豆腐(东山店),宜兴市,596
dceac612-7727-11ea-98c9-525400c74cae,周阿姨手作坊,梁溪区,2082
dceac64b-7727-11ea-98c9-525400c74cae,周鲜生小龙虾蟹煲,梁溪区,2116
dceac683-7727-11ea-98c9-525400c74cae,周黑鸭(无锡三阳广场二店),梁溪区,166
dceac6c7-7727-11ea-98c9-525400c74cae,周黑鸭(无锡客运站店),梁溪区,248
dceac701-7727-11ea-98c9-525400c74cae,周黑鸭(江苏无锡火车站2店),梁溪区,2765
dceac73b-7727-11ea-98c9-525400c74cae,周黑鸭（无锡崇安寺店）,梁溪区,764
dceac773-7727-11ea-98c9-525400c74cae,味不凡鸡公煲（恒隆广场店）,梁溪区,3600
c9132760-7726-11ea-98c9-525400c74cae,味之绝美蛙鱼头火锅,江阴市,535
dceac7ae-7727-11ea-98c9-525400c74cae,味了休闲食品便利超市,梁溪区,235
dceac7e6-7727-11ea-98c9-525400c74cae,味仙熟食卤菜店（锡惠店）,梁溪区,1921
dceac820-7727-11ea-98c9-525400c74cae,味仙疯美蛙鱼头,梁溪区,2645
3d8afc7a-7725-11ea-98c9-525400c74cae,味仙疯美蛙鱼头（东绛店）,滨湖区,449
dceac890-7727-11ea-98c9-525400c74cae,味仙疯美蛙鱼头（人民东路店）,梁溪区,734
c435548a-741d-11ea-98c9-525400c74cae,味仙疯美蛙鱼头（宝龙店）,新吴区,274
dceac8ca-7727-11ea-98c9-525400c74cae,味千拉面(华夏南路分店),梁溪区,906
6ad7a2ce-7727-11ea-98c9-525400c74cae,味千拉面(宜兴滨南路店),宜兴市,215
dceac902-7727-11ea-98c9-525400c74cae,味千拉面(无锡人民西路店),梁溪区,1854
c43554f9-741d-11ea-98c9-525400c74cae,味千拉面(无锡保龙店),新吴区,520
c4355532-741d-11ea-98c9-525400c74cae,味千拉面(无锡新光路店),新吴区,133
3d8afcca-7725-11ea-98c9-525400c74cae,味千拉面(无锡梁清路分店),滨湖区,881
dceac93b-7727-11ea-98c9-525400c74cae,味千拉面(无锡苏宁店),梁溪区,2589
c913280b-7726-11ea-98c9-525400c74cae,味千拉面(江阴人民中路店),江阴市,911
b7d7a4c4-741f-11ea-98c9-525400c74cae,味千拉麵（华夏乐购店）,锡山区,466
b7d7cc80-741f-11ea-98c9-525400c74cae,味千拉麵（荟聚购物中心店）,锡山区,522
c4355569-741d-11ea-98c9-525400c74cae,味好德休闲食品专家,新吴区,428
3d8afd2c-7725-11ea-98c9-525400c74cae,味好美龙虾馆,滨湖区,1501
c4355649-741d-11ea-98c9-525400c74cae,味宝斋咖喱牛肉饭,新吴区,312
c4355688-741d-11ea-98c9-525400c74cae,味幸料理,新吴区,369
6ad7a324-7727-11ea-98c9-525400c74cae,味庄,宜兴市,2636
c9132848-7726-11ea-98c9-525400c74cae,味忆铭牛扒饭,江阴市,2079
3d8afdf0-7725-11ea-98c9-525400c74cae,味思特休闲食品,滨湖区,61
dceac975-7727-11ea-98c9-525400c74cae,味杰源沙县小吃（民丰店）,梁溪区,1954
dceac9ad-7727-11ea-98c9-525400c74cae,味林鲜鸡公煲（重慶雞公煲）,梁溪区,3025
6ad7a37c-7727-11ea-98c9-525400c74cae,味正香,宜兴市,539
dceac9e5-7727-11ea-98c9-525400c74cae,味炙烧烤,梁溪区,1502
3d8afe59-7725-11ea-98c9-525400c74cae,味绝烤面筋,滨湖区,1299
c9132882-7726-11ea-98c9-525400c74cae,味绿V.Vegetable,江阴市,992
dceaca1d-7727-11ea-98c9-525400c74cae,味美思休闲食品北大街店,梁溪区,447
c91328bc-7726-11ea-98c9-525400c74cae,味美斋,江阴市,787
dceaca56-7727-11ea-98c9-525400c74cae,味菓茶饮,梁溪区,576
dceaca8e-7727-11ea-98c9-525400c74cae,味道私房菜（南长街店）,梁溪区,436
3d8afeb3-7725-11ea-98c9-525400c74cae,味道馆（中桥店）,滨湖区,14
c91328f8-7726-11ea-98c9-525400c74cae,味都瓦煲饭,江阴市,254
dceacac8-7727-11ea-98c9-525400c74cae,味鲜记秘制花甲（无锡总店）,梁溪区,2214
b7d7cfa7-741f-11ea-98c9-525400c74cae,呵呵侠创意水煎肉（荟聚店）,锡山区,980
b7d7effc-741f-11ea-98c9-525400c74cae,呷哺呷哺（团结中路店）,锡山区,545
3d8aff1f-7725-11ea-98c9-525400c74cae,呷哺呷哺（无锡万象城店）,滨湖区,675
c435579a-741d-11ea-98c9-525400c74cae,呷哺呷哺（无锡金轮店）,新吴区,568
c43557d7-741d-11ea-98c9-525400c74cae,咀尚香麻辣香锅,新吴区,402
c9132969-7726-11ea-98c9-525400c74cae,咆哮炸鸡,江阴市,592
3d8aff7c-7725-11ea-98c9-525400c74cae,和乐超市,滨湖区,449
dceacb01-7727-11ea-98c9-525400c74cae,和乐雪（南长店）,梁溪区,288
3d8affd4-7725-11ea-98c9-525400c74cae,和先生的砂锅鱼（八方汇店）,滨湖区,2173
dceacb38-7727-11ea-98c9-525400c74cae,和先生酸菜鱼&重庆小吃馆,梁溪区,1353
3d8b0029-7725-11ea-98c9-525400c74cae,和先生酸菜鱼料理（星光店）,滨湖区,830
dceacb71-7727-11ea-98c9-525400c74cae,和兴记（兴源路店）,梁溪区,691
dceacc6b-7727-11ea-98c9-525400c74cae,和兴记（吴桥店）,梁溪区,264
3d8b0081-7725-11ea-98c9-525400c74cae,和合淳（万象城店）,滨湖区,868
dceacca9-7727-11ea-98c9-525400c74cae,和府捞面（无锡大东方店店）,梁溪区,2329
b7d8109a-741f-11ea-98c9-525400c74cae,和府捞面（无锡荟聚中心店）,锡山区,2499
dceacd1e-7727-11ea-98c9-525400c74cae,和番丼饭（恒隆店）,梁溪区,1306
c4355848-741d-11ea-98c9-525400c74cae,和番（新区店）,新吴区,630
dceacd91-7727-11ea-98c9-525400c74cae,和番（梁溪乐享城店）,梁溪区,1260
6ad7a3c6-7727-11ea-98c9-525400c74cae,和盛源无锡小笼（人民路店）,宜兴市,371
c4355880-741d-11ea-98c9-525400c74cae,和睦佳餐厅（麦库店）,新吴区,896
c91329a3-7726-11ea-98c9-525400c74cae,和米堂(章鱼烧&一捧饭团),江阴市,1103
dceacdcd-7727-11ea-98c9-525400c74cae,和记广东生滚粥无锡老豆浆(风雷店),梁溪区,1024
c91329dd-7726-11ea-98c9-525400c74cae,和路雪 雪隆冷饮批发,江阴市,402
dceace08-7727-11ea-98c9-525400c74cae,和路雪冷饮批发,梁溪区,648
dceace42-7727-11ea-98c9-525400c74cae,和顺饭店,梁溪区,1881
dceace7c-7727-11ea-98c9-525400c74cae,和风进口精品超市,梁溪区,979
dceaceb6-7727-11ea-98c9-525400c74cae,和风青石,梁溪区,640
dceacef0-7727-11ea-98c9-525400c74cae,咔客蛋糕店,梁溪区,585
dceacf29-7727-11ea-98c9-525400c74cae,咕么咕么原味蒸鸡,梁溪区,418
dceacf62-7727-11ea-98c9-525400c74cae,咕咕蒸鸡滋补蒸鸡(五爱路店),梁溪区,1594
c9132a17-7726-11ea-98c9-525400c74cae,咕咕蒸鸡滋补蒸鸡（暨阳路店）,江阴市,1318
dceacf9c-7727-11ea-98c9-525400c74cae,咕咕韩式炸鸡（三阳广场店）,梁溪区,2149
3d8b00d2-7725-11ea-98c9-525400c74cae,咕咕韩式炸鸡（东绛店）,滨湖区,1258
6ad7a3ff-7727-11ea-98c9-525400c74cae,咖啡陪你,宜兴市,513
c9132a51-7726-11ea-98c9-525400c74cae,咪你烧烤,江阴市,1011
c9132a8a-7726-11ea-98c9-525400c74cae,咪堡煲仔饭(大润发店),江阴市,364
dceacfe7-7727-11ea-98c9-525400c74cae,咭力骨碌辣骨饭,梁溪区,1210
dcead044-7727-11ea-98c9-525400c74cae,咱家有菜（沁扬市场店）,梁溪区,2161
6ad7a43c-7727-11ea-98c9-525400c74cae,咱家菜馆（东虹店）,宜兴市,1217
c43558c9-741d-11ea-98c9-525400c74cae,咸肉菜饭骨头汤(旺庄路店),新吴区,445
dcead096-7727-11ea-98c9-525400c74cae,咸肉菜饭骨头汤（广益店）,梁溪区,619
dcead0cf-7727-11ea-98c9-525400c74cae,品一水果捞,梁溪区,725
dcead109-7727-11ea-98c9-525400c74cae,品八鲜云南过桥米线,梁溪区,2769
dcead142-7727-11ea-98c9-525400c74cae,品味东北菜（叙丰家园店）,梁溪区,2433
6ad7a475-7727-11ea-98c9-525400c74cae,品味江南镇江锅盖面,宜兴市,2693
c9132ac6-7726-11ea-98c9-525400c74cae,品壹品水果,江阴市,663
dcead17c-7727-11ea-98c9-525400c74cae,品将锅贴,梁溪区,1866
3d8b012b-7725-11ea-98c9-525400c74cae,品尊健康夜市豆浆油条,滨湖区,1800
c9132b00-7726-11ea-98c9-525400c74cae,品御黄焖鸡米饭（芙蓉路店）,江阴市,509
c9132b39-7726-11ea-98c9-525400c74cae,品悟肉肉拌饭（江阴店）,江阴市,1881
c9132b73-7726-11ea-98c9-525400c74cae,品悦馄饨店,江阴市,524
dcead1b5-7727-11ea-98c9-525400c74cae,品惠小吃（黄焖鸡）,梁溪区,539
3d8b017a-7725-11ea-98c9-525400c74cae,品福轩饺子馆,滨湖区,2680
dcead1ee-7727-11ea-98c9-525400c74cae,品面斋,梁溪区,239
dcead227-7727-11ea-98c9-525400c74cae,哆啦A梦,梁溪区,1212
dcead261-7727-11ea-98c9-525400c74cae,哇哦瘦肉丸,梁溪区,1318
dcead2d1-7727-11ea-98c9-525400c74cae,哈哈镜(崇安寺店),梁溪区,667
c9132bac-7726-11ea-98c9-525400c74cae,哈哈镜麻辣卤味,江阴市,417
dcead30a-7727-11ea-98c9-525400c74cae,哈喇子馄饨店,梁溪区,1136
dcead343-7727-11ea-98c9-525400c74cae,哈喽蒸鸡•滋补蒸鸡,梁溪区,1658
dcead37b-7727-11ea-98c9-525400c74cae,哈尔滨水饺,梁溪区,296
dcead3b3-7727-11ea-98c9-525400c74cae,哈尔滨水饺·过桥米线（广瑞店）,梁溪区,2177
c9132be5-7726-11ea-98c9-525400c74cae,哈尔滨菜馆,江阴市,687
c9132c1e-7726-11ea-98c9-525400c74cae,哈尔滨饺子王（青果路店）,江阴市,882
dcead3ed-7727-11ea-98c9-525400c74cae,哈根达斯(无锡中山店),梁溪区,95
dcead426-7727-11ea-98c9-525400c74cae,哈根达斯(无锡南长店),梁溪区,510
c4355acc-741d-11ea-98c9-525400c74cae,哈梅韩国料理(假日广场店),新吴区,430
dcead45e-7727-11ea-98c9-525400c74cae,响亮烧烤,梁溪区,2917
dcead49b-7727-11ea-98c9-525400c74cae,哎厨艺黄焖鸡米饭（财富广场店）,梁溪区,2990
