店铺ID,店铺名,地区名,月售
c913b32b-7726-11ea-98c9-525400c74cae,"老板-打包!",江阴市,384
3d8ab846-7725-11ea-98c9-525400c74cae,1+7水饺店(金科世界城店),滨湖区,627
3d8abcbb-7725-11ea-98c9-525400c74cae,12茶欧包（茂业店）,滨湖区,297
3d8abd75-7725-11ea-98c9-525400c74cae,1314一杯会说话的茶(建筑路店),滨湖区,591
3d8abdb3-7725-11ea-98c9-525400c74cae,1881半岛,滨湖区,1150
b7d7c845-741f-11ea-98c9-525400c74cae,1973继光香香鸡（荟聚店）,锡山区,495
3d8abdf3-7725-11ea-98c9-525400c74cae,1点点（万象城店）,滨湖区,2229
3d8abe38-7725-11ea-98c9-525400c74cae,1点点（中桥乐购店）,滨湖区,1461
3d8abe74-7725-11ea-98c9-525400c74cae,1点点（中桥店）,滨湖区,621
3d8abeaf-7725-11ea-98c9-525400c74cae,1点点（奥林花园店）,滨湖区,2503
3d8abee9-7725-11ea-98c9-525400c74cae,1点点（建筑路大统华店）,滨湖区,1947
6ad777b1-7727-11ea-98c9-525400c74cae,28密友茶（西横街店）,宜兴市,829
3d8abf22-7725-11ea-98c9-525400c74cae,35秒烤肉拌饭,滨湖区,989
c912e125-7726-11ea-98c9-525400c74cae,50岚（青果路店）,江阴市,1098
3d8ac178-7725-11ea-98c9-525400c74cae,7分甜（万象城店）,滨湖区,1150
b7d7d26f-741f-11ea-98c9-525400c74cae,7分甜（东亭新光中路店）,锡山区,371
c912e24f-7726-11ea-98c9-525400c74cae,7分甜（八佰伴澄星店）,江阴市,2899
c912e28c-7726-11ea-98c9-525400c74cae,7分甜（印象汇店）,江阴市,578
b7d7d929-741f-11ea-98c9-525400c74cae,7分甜（张泾星邻里广场店）,锡山区,2915
b7d7f0a6-741f-11ea-98c9-525400c74cae,7分甜（润发购物中心店）,锡山区,924
b7d7d693-741f-11ea-98c9-525400c74cae,7分甜（荟聚中心店）,锡山区,968
b7d7d405-741f-11ea-98c9-525400c74cae,7分甜（锡山星叶广场店）,锡山区,310
3d8ac1bd-7725-11ea-98c9-525400c74cae,82年叫花鸡（滨湖店）,滨湖区,1382
3d8ac1fe-7725-11ea-98c9-525400c74cae,82年叫花鸡（芦庄店）,滨湖区,1406
b7d79e17-741f-11ea-98c9-525400c74cae,8寸披萨（丰汇欢乐广场店）,锡山区,506
3d8ac239-7725-11ea-98c9-525400c74cae,9味龙虾酸菜鱼（东绛店）,滨湖区,2748
3d8ac275-7725-11ea-98c9-525400c74cae,Agan海仙炒饭(滨湖店),滨湖区,1074
b7d7e61c-741f-11ea-98c9-525400c74cae,CALBEZZA卡焙滋烘焙（凯旋门店）,锡山区,194
3d8ac2e9-7725-11ea-98c9-525400c74cae,ChatBall茶丸（万象城店）,滨湖区,857
3d8ac322-7725-11ea-98c9-525400c74cae,ChatBall茶丸（海岸城店）,滨湖区,1015
3d8ac366-7725-11ea-98c9-525400c74cae,CoCo都可（万象城店）,滨湖区,1425
b7d81535-741f-11ea-98c9-525400c74cae,CoCo都可（东港红豆店）,锡山区,486
b7d7a8b5-741f-11ea-98c9-525400c74cae,CoCo都可（华夏乐购店）,锡山区,196
b7d7f663-741f-11ea-98c9-525400c74cae,CoCo都可（安镇润发店）,锡山区,554
3d8ac3bb-7725-11ea-98c9-525400c74cae,CoCo都可（无锡阳光店）,滨湖区,1890
b7d7feb5-741f-11ea-98c9-525400c74cae,CoCo都可（荟聚二店）,锡山区,253
b7d7a875-741f-11ea-98c9-525400c74cae,Coffee N°6 6号花园咖啡,锡山区,578
b7d81d53-741f-11ea-98c9-525400c74cae,DQ（荟聚中心店）,锡山区,388
6ad77bfc-7727-11ea-98c9-525400c74cae,FTEA绯茶,宜兴市,844
b7d7fdd4-741f-11ea-98c9-525400c74cae,HEY JUICE茶桔便（东北塘店）,锡山区,2307
3d8ac5c3-7725-11ea-98c9-525400c74cae,HEY JUICE茶桔便（湖滨店）,滨湖区,316
3d8ac56b-7725-11ea-98c9-525400c74cae,Hey Juice茶桔便（东绛店）,滨湖区,3092
3d8ac4d7-7725-11ea-98c9-525400c74cae,Hey juice 茶桔便（八方汇店）,滨湖区,1514
b7d80308-741f-11ea-98c9-525400c74cae,HeyJuice茶桔便（锡东店）,锡山区,725
b7d7dd44-741f-11ea-98c9-525400c74cae,INCHA印茶（正大美食店）,锡山区,1679
b7d7ed70-741f-11ea-98c9-525400c74cae,KOI Thé（无锡荟聚中心店）,锡山区,2053
3d8ac665-7725-11ea-98c9-525400c74cae,LAMERKATO COFFEE,滨湖区,254
3d8ac615-7725-11ea-98c9-525400c74cae,Lahore拉合尔茶餐厅,滨湖区,400
3d8ac837-7725-11ea-98c9-525400c74cae,MOOTEA末茶（八方汇店）,滨湖区,1349
3d8ac898-7725-11ea-98c9-525400c74cae,MOOTEA末茶（建筑路店）,滨湖区,377
b7d814c5-741f-11ea-98c9-525400c74cae,MU.BAKERY麦卡秀手工烘焙（荡口店）,锡山区,225
b7d814fd-741f-11ea-98c9-525400c74cae,Macau Taste澳門味道（荟聚店）,锡山区,424
3d8ac6b8-7725-11ea-98c9-525400c74cae,Max&Salad大开沙界·轻食·沙拉（城开国际店）,滨湖区,1686
3d8ac708-7725-11ea-98c9-525400c74cae,Max&salad大开沙界（海岸城店）,滨湖区,1800
3d8ac8f6-7725-11ea-98c9-525400c74cae,Mr.Clou鲜榨果汁（海岸城八方汇店）,滨湖区,2252
6ad77edd-7727-11ea-98c9-525400c74cae,Mr.Pizza米斯特比萨（宜兴万达广场店）,宜兴市,1177
b7d7af45-741f-11ea-98c9-525400c74cae,N多寿司（东亭店）,锡山区,1590
b7d7b36b-741f-11ea-98c9-525400c74cae,N多寿司（东北塘店）,锡山区,851
b7d7ee64-741f-11ea-98c9-525400c74cae,N多寿司（东港店）,锡山区,586
3d8ac9ca-7725-11ea-98c9-525400c74cae,N多寿司（中医院店）,滨湖区,312
b7d79fd9-741f-11ea-98c9-525400c74cae,N多寿司（丰汇欢乐广场店）,锡山区,762
b7d7bd22-741f-11ea-98c9-525400c74cae,N多寿司（八士店）,锡山区,1718
dcea345d-7727-11ea-98c9-525400c74cae,N多寿司（南禅寺店）,梁溪区,569
c912ea13-7726-11ea-98c9-525400c74cae,N多寿司（司马街店）,江阴市,944
dcea3497-7727-11ea-98c9-525400c74cae,N多寿司（塘南路店）,梁溪区,325
dcea3509-7727-11ea-98c9-525400c74cae,N多寿司（广益哥伦布店）,梁溪区,1699
c912ea4d-7726-11ea-98c9-525400c74cae,N多寿司（文化中路店）,江阴市,533
dcea3544-7727-11ea-98c9-525400c74cae,N多寿司（春申路店）,梁溪区,2978
3d8aca20-7725-11ea-98c9-525400c74cae,N多寿司（海上传奇店）,滨湖区,991
b7d7caed-741f-11ea-98c9-525400c74cae,N多寿司（润发购物中心店）,锡山区,1041
3d8aca71-7725-11ea-98c9-525400c74cae,N多寿司（滨湖蠡湖店）,滨湖区,1176
dcea357f-7727-11ea-98c9-525400c74cae,N多寿司（盛岸路店）,梁溪区,160
b7d7bafb-741f-11ea-98c9-525400c74cae,N多寿司（荟聚店）,锡山区,160
b7d7e0bb-741f-11ea-98c9-525400c74cae,N多寿司（荡口店）,锡山区,259
b7d7f5bf-741f-11ea-98c9-525400c74cae,PAGODA百果园（蔚蓝都市店）,锡山区,1020
3d8acac6-7725-11ea-98c9-525400c74cae,R&B巡茶（星光广场店）,滨湖区,708
b7d7e018-741f-11ea-98c9-525400c74cae,R&B珍奶（东湖塘中学店）,锡山区,472
b7d7b10c-741f-11ea-98c9-525400c74cae,R&B珍奶（八士商业街店）,锡山区,598
b7d80364-741f-11ea-98c9-525400c74cae,R&B珍奶（安镇中学店）,锡山区,603
b7d7d968-741f-11ea-98c9-525400c74cae,R&B珍奶（张泾店）,锡山区,358
b7d7f277-741f-11ea-98c9-525400c74cae,R&B珍奶（羊尖中学店）,锡山区,1720
dcea37a8-7727-11ea-98c9-525400c74cae,RB巡茶（胜利门茂业店）,梁溪区,2222
3d8acb1e-7725-11ea-98c9-525400c74cae,RandB珍奶会所（八方汇店）,滨湖区,1610
3d8acc7a-7725-11ea-98c9-525400c74cae,TRDLO泰德罗轻食（茂业店）,滨湖区,478
3d8acc2b-7725-11ea-98c9-525400c74cae,Tealeer茶来乐（金融街店）,滨湖区,940
b7d8077c-741f-11ea-98c9-525400c74cae,WARLOCK（荟聚购物中心店）,锡山区,333
b7d7e4c1-741f-11ea-98c9-525400c74cae,Yearn Tours妍图（荟聚店）,锡山区,184
b7d7d3cc-741f-11ea-98c9-525400c74cae,allyeh傲椰（荟聚中心店）,锡山区,682
3d8ac2ae-7725-11ea-98c9-525400c74cae,bbq比比客橄榄油炸鸡,滨湖区,1796
b7d7e083-741f-11ea-98c9-525400c74cae,grace cake格丽思（锡州中路店）,锡山区,613
3d8acb77-7725-11ea-98c9-525400c74cae,royaltea皇茶(山明店),滨湖区,1196
3d8acbd4-7725-11ea-98c9-525400c74cae,royaltea皇茶（建筑路店）,滨湖区,2701
b7d80258-741f-11ea-98c9-525400c74cae,sister·GU私家烘焙高端蛋糕定制,锡山区,592
3d8acd17-7725-11ea-98c9-525400c74cae,ufarm精品生鲜超市,滨湖区,594
3d8acdba-7725-11ea-98c9-525400c74cae,一品渝香干锅鸭头,滨湖区,483
3d8ace07-7725-11ea-98c9-525400c74cae,一品烤鱼（东降店）,滨湖区,1221
3d8ace56-7725-11ea-98c9-525400c74cae,一品锅贴酸辣汤（建筑西路店）,滨湖区,825
3d8ace9f-7725-11ea-98c9-525400c74cae,一唔一食,滨湖区,1431
3d8aceed-7725-11ea-98c9-525400c74cae,一姐麻辣烫,滨湖区,1077
3d8acf3a-7725-11ea-98c9-525400c74cae,一家湘菜馆,滨湖区,1821
3d8acf89-7725-11ea-98c9-525400c74cae,一粥七天养生粥馆（总店）,滨湖区,1452
3d8acfd9-7725-11ea-98c9-525400c74cae,一粥七天石锅拌饭,滨湖区,1827
3d8ad02b-7725-11ea-98c9-525400c74cae,一茶一坐（万象城）,滨湖区,923
c435157a-741d-11ea-98c9-525400c74cae,七串串（总店）,新吴区,1026
3d8ad077-7725-11ea-98c9-525400c74cae,七品香豆腐（中桥店）,滨湖区,327
3d8ad0ca-7725-11ea-98c9-525400c74cae,七彩森林烘焙,滨湖区,715
3d8ad120-7725-11ea-98c9-525400c74cae,七欣天品蟹轩(无锡湖滨商业街店）,滨湖区,1531
dcea475e-7727-11ea-98c9-525400c74cae,七欣天品蟹轩（无锡中山路红豆万花城店）,梁溪区,1065
b7d81e73-741f-11ea-98c9-525400c74cae,七欣天品蟹轩（无锡友谊南路店）,锡山区,790
3d8ad179-7725-11ea-98c9-525400c74cae,万记鱼虾传奇,滨湖区,2288
3d8ad230-7725-11ea-98c9-525400c74cae,万里香手工饺子馆,滨湖区,610
3d8ad338-7725-11ea-98c9-525400c74cae,三个先森的韩国炸鸡（太湖新城店）,滨湖区,1186
3d8ad4e7-7725-11ea-98c9-525400c74cae,三个先森的韩国炸鸡（孔雀城店）,滨湖区,666
3d8ad5a4-7725-11ea-98c9-525400c74cae,三个叔叔手工吐司（美湖文化街店）,滨湖区,419
c912f4de-7726-11ea-98c9-525400c74cae,三个叔叔手工吐司（花园路店）,江阴市,397
3d8ad5fc-7725-11ea-98c9-525400c74cae,三凤桥食品（溪南店）,滨湖区,1154
3d8ad6a0-7725-11ea-98c9-525400c74cae,三顾冒菜(建筑路店),滨湖区,1318
dcea4d02-7727-11ea-98c9-525400c74cae,三顾冒菜（上马墩店）,梁溪区,3444
3d8ad6f5-7725-11ea-98c9-525400c74cae,三顾冒菜（东绛店）,滨湖区,1002
3d8ad743-7725-11ea-98c9-525400c74cae,三顾冒菜（八方汇店）,滨湖区,1754
dcea4d74-7727-11ea-98c9-525400c74cae,三顾冒菜（南禅寺店）,梁溪区,1543
dcea4daa-7727-11ea-98c9-525400c74cae,三顾冒菜（大丁佳苑店）,梁溪区,1921
3d8ad790-7725-11ea-98c9-525400c74cae,三顾冒菜（湖滨商业街店）,滨湖区,1370
3d8ad845-7725-11ea-98c9-525400c74cae,上海如海超市（东顾巷路店）,滨湖区,155
3d8ad897-7725-11ea-98c9-525400c74cae,不二烫捞（万象城店）,滨湖区,995
dcea5208-7727-11ea-98c9-525400c74cae,不醉·外食(海鲜熟食),梁溪区,2809
3d8ad8e8-7725-11ea-98c9-525400c74cae,与你同粥,滨湖区,1409
dcea5247-7727-11ea-98c9-525400c74cae,与味重逢小吃店,梁溪区,1518
dcea5280-7727-11ea-98c9-525400c74cae,丑学长酸菜鱼（无锡总店）,梁溪区,1132
dcea52b8-7727-11ea-98c9-525400c74cae,专爱花艺馆,梁溪区,750
dcea52f1-7727-11ea-98c9-525400c74cae,世界茶饮(五爱店),梁溪区,1355
dcea532b-7727-11ea-98c9-525400c74cae,世界茶饮（三阳广场店）,梁溪区,2347
dcea5364-7727-11ea-98c9-525400c74cae,世界茶饮（青山湾店）,梁溪区,1088
dcea53d6-7727-11ea-98c9-525400c74cae,世纪华联超市,梁溪区,1280
3d8ad93e-7725-11ea-98c9-525400c74cae,世纪华联超市（湖滨店）,滨湖区,1407
dcea540f-7727-11ea-98c9-525400c74cae,世纪华联超市（通沙路店）,梁溪区,2996
c4351be9-741d-11ea-98c9-525400c74cae,世纪联华超市(万裕苑店),新吴区,268
6ad78b0e-7727-11ea-98c9-525400c74cae,丘比特芝士榴莲饼,宜兴市,688
c912f717-7726-11ea-98c9-525400c74cae,丘比特芝士水果饼,江阴市,590
b7d7faf5-741f-11ea-98c9-525400c74cae,东北兄弟铁锅炖,锡山区,705
3d8ad991-7725-11ea-98c9-525400c74cae,东北图们烧烤,滨湖区,2615
3d8ad9e7-7725-11ea-98c9-525400c74cae,东北年味饺子坊（南禅寺店）,滨湖区,1048
3d8ada3f-7725-11ea-98c9-525400c74cae,东北手工水饺(银珠店),滨湖区,411
dcea55a5-7727-11ea-98c9-525400c74cae,东北风（无锡滨湖万达店）,梁溪区,1020
3d8ada96-7725-11ea-98c9-525400c74cae,东北饺子馆（西园里洪桥菜场店）,滨湖区,1119
3d8adaed-7725-11ea-98c9-525400c74cae,东园小馆（万象城店）,滨湖区,2546
3d8adb49-7725-11ea-98c9-525400c74cae,东红饭店,滨湖区,389
b7d7d393-741f-11ea-98c9-525400c74cae,东街（张泾店）,锡山区,1825
3d8adb99-7725-11ea-98c9-525400c74cae,东辰面馆,滨湖区,1247
c912f8df-7726-11ea-98c9-525400c74cae,丞食日式料理,江阴市,863
c4351ee1-741d-11ea-98c9-525400c74cae,两棵栗树山东炒货（金轮星光名座店）,新吴区,415
dcea5903-7727-11ea-98c9-525400c74cae,两粥年粥铺（中央车站店）,梁溪区,986
dcea593c-7727-11ea-98c9-525400c74cae,严先森の炒饭（招商城店）,梁溪区,2375
dcea5975-7727-11ea-98c9-525400c74cae,严先森の炒饭（无锡保利店）,梁溪区,2339
dcea59ae-7727-11ea-98c9-525400c74cae,严厨老坛酸菜鱼（乐都汇店）,梁溪区,2769
3d8adbeb-7725-11ea-98c9-525400c74cae,严厨老坛酸菜鱼（无锡万象城店）,滨湖区,327
dcea59e9-7727-11ea-98c9-525400c74cae,严厨老坛酸菜鱼（无锡南长街店）,梁溪区,2178
c912f918-7726-11ea-98c9-525400c74cae,严厨老坛酸菜鱼（江阴八佰伴店）,江阴市,1201
dcea5a22-7727-11ea-98c9-525400c74cae,严记烧烤,梁溪区,2217
6ad78cd0-7727-11ea-98c9-525400c74cae,丫丫龙虾大闸蟹,宜兴市,516
dcea5a5c-7727-11ea-98c9-525400c74cae,丫米丫米,梁溪区,792
c912f953-7726-11ea-98c9-525400c74cae,中兴擀面皮,江阴市,991
c912f98b-7726-11ea-98c9-525400c74cae,中原大刀凉皮(鲜肉麦饼),江阴市,665
c912f9c4-7726-11ea-98c9-525400c74cae,中国兰州拉面花园義清拉面分店,江阴市,343
dcea5a94-7727-11ea-98c9-525400c74cae,中国兰州拉面（广益店）,梁溪区,1527
c4351f8f-741d-11ea-98c9-525400c74cae,中国兰州拉面（彩虹城店）,新吴区,550
c912f9fc-7726-11ea-98c9-525400c74cae,中国兰州牛肉拉面（新华店）,江阴市,359
c912fa34-7726-11ea-98c9-525400c74cae,中意水果,江阴市,2498
3d8adc3f-7725-11ea-98c9-525400c74cae,中桥老张酸辣汤,滨湖区,878
3d8adc97-7725-11ea-98c9-525400c74cae,中联馄钝店（中桥店）,滨湖区,1060
3d8adcec-7725-11ea-98c9-525400c74cae,丰慧家常菜馆,滨湖区,1861
c912fa6d-7726-11ea-98c9-525400c74cae,丰汇源黄焖鸡米饭,江阴市,3219
c912faa5-7726-11ea-98c9-525400c74cae,丰硕,江阴市,694
c912fadc-7726-11ea-98c9-525400c74cae,丰裕大食坊,江阴市,700
b7d7f2ea-741f-11ea-98c9-525400c74cae,串大仙（无锡市东港镇健康路店）,锡山区,347
dcea5acd-7727-11ea-98c9-525400c74cae,串悦食空,梁溪区,477
dcea5b06-7727-11ea-98c9-525400c74cae,串意十足烧烤店(招商城店),梁溪区,1233
dcea5b4a-7727-11ea-98c9-525400c74cae,串意十足烧烤店（东亭店）,梁溪区,1257
c4352084-741d-11ea-98c9-525400c74cae,串意十足烧烤店（茂业百货店）,新吴区,1042
dcea5b85-7727-11ea-98c9-525400c74cae,串意十足烧烤店（酒吧街店）,梁溪区,1923
dcea5bbd-7727-11ea-98c9-525400c74cae,串流不息串串店(金太湖店),梁溪区,437
c912fbc4-7726-11ea-98c9-525400c74cae,串百馋（手把串）,江阴市,201
c912fc01-7726-11ea-98c9-525400c74cae,临津阁（石锅拌饭和辛拉面）,江阴市,1195
6ad78d08-7727-11ea-98c9-525400c74cae,临溪炸串,宜兴市,1920
dcea5bf7-7727-11ea-98c9-525400c74cae,丸利吉田舒芙蕾（崇宁路店）,梁溪区,540
dcea5c30-7727-11ea-98c9-525400c74cae,丸武食事处（恒隆广场店）,梁溪区,1824
dcea5c68-7727-11ea-98c9-525400c74cae,丸武食事处（苏宁广场店）,梁溪区,1673
dcea5ca4-7727-11ea-98c9-525400c74cae,丸茶一派,梁溪区,1088
dcea5cde-7727-11ea-98c9-525400c74cae,丸龟制面-乌冬面专门店（无锡恒隆店),梁溪区,3088
3d8add4b-7725-11ea-98c9-525400c74cae,丸龟制面-乌冬面专门店（无锡海岸城店),滨湖区,2635
3d8adda2-7725-11ea-98c9-525400c74cae,丽华快餐（清扬店）,滨湖区,661
dcea5d19-7727-11ea-98c9-525400c74cae,丽姐私房蛋糕,梁溪区,368
c912fc3b-7726-11ea-98c9-525400c74cae,丽景轩·徽菜馆,江阴市,798
c912fc74-7726-11ea-98c9-525400c74cae,举哥烧烤,江阴市,384
b7d7edc1-741f-11ea-98c9-525400c74cae,久久丫鸭脖（荟聚店）,锡山区,2857
3d8addf7-7725-11ea-98c9-525400c74cae,久味道龙虾酸菜鱼(中桥店),滨湖区,1391
c4352181-741d-11ea-98c9-525400c74cae,久河亭寿司居酒屋（彩虹城店）,新吴区,255
c912fcae-7726-11ea-98c9-525400c74cae,久香斋卤菜,江阴市,1008
dcea5d55-7727-11ea-98c9-525400c74cae,乇乇头道鸡汤(金太湖店),梁溪区,423
c912fce5-7726-11ea-98c9-525400c74cae,么么时光(小海鲜印象汇店),江阴市,1926
dcea5e03-7727-11ea-98c9-525400c74cae,义门白家（南长街店）,梁溪区,705
dcea5e44-7727-11ea-98c9-525400c74cae,乌煎道黑龙茶（上马墩店）,梁溪区,264
b7d81e3b-741f-11ea-98c9-525400c74cae,乌煎道黑龙茶（安镇店）,锡山区,1278
c912fd1e-7726-11ea-98c9-525400c74cae,乌礼酸菜鱼,江阴市,877
6ad78d40-7727-11ea-98c9-525400c74cae,乌茶邦,宜兴市,452
dcea5e7e-7727-11ea-98c9-525400c74cae,乌茶邦（京东店）,梁溪区,2156
dcea5eb6-7727-11ea-98c9-525400c74cae,乌茶邦（恒隆店）,梁溪区,840
dcea5ef1-7727-11ea-98c9-525400c74cae,乐可士（炸鸡、汉堡）,梁溪区,3111
c43521db-741d-11ea-98c9-525400c74cae,乐咖啡,新吴区,74
c912fd55-7726-11ea-98c9-525400c74cae,乐家超市,江阴市,172
3d8ade4c-7725-11ea-98c9-525400c74cae,乐寿司（万象城店）,滨湖区,2474
c912fd8c-7726-11ea-98c9-525400c74cae,乐桃零食,江阴市,399
6ad78d79-7727-11ea-98c9-525400c74cae,乐涛超市,宜兴市,486
c912fdc2-7726-11ea-98c9-525400c74cae,乐膳砂锅米线（花甲面疙瘩）,江阴市,701
dcea600a-7727-11ea-98c9-525400c74cae,乐芙精品鲜花,梁溪区,380
dcea6049-7727-11ea-98c9-525400c74cae,乐芙精品鲜花（中山路店）,梁溪区,456
dcea6085-7727-11ea-98c9-525400c74cae,乐购EXPRESS(无锡永定桥店),梁溪区,870
3d8adea1-7725-11ea-98c9-525400c74cae,乐购EXPRESS(无锡繁华里店),滨湖区,556
c43522d3-741d-11ea-98c9-525400c74cae,乐趣多蛋糕店,新吴区,237
6ad78db1-7727-11ea-98c9-525400c74cae,乔木西餐,宜兴市,3067
dcea60c0-7727-11ea-98c9-525400c74cae,乔记私房菜·烧烤龙虾,梁溪区,121
dcea60fe-7727-11ea-98c9-525400c74cae,乔鲜鲜海鲜烧烤（民丰店）,梁溪区,2849
6ad78dea-7727-11ea-98c9-525400c74cae,乙为牛堡,宜兴市,1961
dcea6136-7727-11ea-98c9-525400c74cae,乙利花园,梁溪区,2080
dcea6170-7727-11ea-98c9-525400c74cae,乙少花坊,梁溪区,496
dcea61aa-7727-11ea-98c9-525400c74cae,乙群特价超市,梁溪区,561
c912fe30-7726-11ea-98c9-525400c74cae,乙贤面社（陆家园店）,江阴市,1097
c912fe68-7726-11ea-98c9-525400c74cae,九久蛋糕屋,江阴市,295
dcea61e2-7727-11ea-98c9-525400c74cae,九九久便利店（民丰西苑店）,梁溪区,258
dcea621a-7727-11ea-98c9-525400c74cae,九只鸭老鸭粉丝汤酸菜鱼@饭（五爱路店）,梁溪区,3197
dcea62e5-7727-11ea-98c9-525400c74cae,九域小龙虾,梁溪区,340
3d8adef6-7725-11ea-98c9-525400c74cae,九头牛鲜奶,滨湖区,1360
c912fe9f-7726-11ea-98c9-525400c74cae,九头鸟鸭脖,江阴市,1122
dcea631e-7727-11ea-98c9-525400c74cae,九月稻乡,梁溪区,761
c912fed5-7726-11ea-98c9-525400c74cae,九洲水果（澄康路店）,江阴市,345
dcea6358-7727-11ea-98c9-525400c74cae,九田家黑牛烤肉料理店,梁溪区,965
c435237d-741d-11ea-98c9-525400c74cae,九粤玖海鲜酒家（中央公园店）,新吴区,189
dcea6392-7727-11ea-98c9-525400c74cae,九道湾,梁溪区,1733
dcea63cd-7727-11ea-98c9-525400c74cae,九门龙虾,梁溪区,1422
dcea643d-7727-11ea-98c9-525400c74cae,九鼎斋,梁溪区,2656
c912ff0d-7726-11ea-98c9-525400c74cae,九龙巴士,江阴市,183
dcea6476-7727-11ea-98c9-525400c74cae,九龙巴士(凤凰城店),梁溪区,505
c43523ce-741d-11ea-98c9-525400c74cae,乡巴佬川菜馆,新吴区,1241
c435240a-741d-11ea-98c9-525400c74cae,乡巴佬火柴地锅鸡,新吴区,1210
dcea64b2-7727-11ea-98c9-525400c74cae,乡村地锅鸡•炒菜(五河店),梁溪区,1199
6ad78e22-7727-11ea-98c9-525400c74cae,乡村地锅鸡米饭,宜兴市,773
dcea64ec-7727-11ea-98c9-525400c74cae,乡村小灶地锅鸡,梁溪区,2490
c4352446-741d-11ea-98c9-525400c74cae,乡村小院（茂业店）,新吴区,457
dcea6524-7727-11ea-98c9-525400c74cae,乡村骨头王,梁溪区,2076
6ad78e5b-7727-11ea-98c9-525400c74cae,乳果说酸奶奶茶（八佰伴店）,宜兴市,456
c4352480-741d-11ea-98c9-525400c74cae,乾澜土菜馆(汉江北路店),新吴区,545
c43525b9-741d-11ea-98c9-525400c74cae,乾鑫旺（叙丰店）,新吴区,770
dcea655e-7727-11ea-98c9-525400c74cae,二分之一茶,梁溪区,235
3d8adf49-7725-11ea-98c9-525400c74cae,二姐粥铺（人民医院店）,滨湖区,1413
dcea65cf-7727-11ea-98c9-525400c74cae,二姐粥铺（南长街店）,梁溪区,1571
6ad78e96-7727-11ea-98c9-525400c74cae,二姐粥铺（城南大润发店）,宜兴市,535
c912ff45-7726-11ea-98c9-525400c74cae,二姐粥铺（天鹤店）,江阴市,2145
c912ff7d-7726-11ea-98c9-525400c74cae,二姐粥铺（文化中路花园店）,江阴市,683
dcea6609-7727-11ea-98c9-525400c74cae,二姐粥铺（新生路店）,梁溪区,1274
dcea6640-7727-11ea-98c9-525400c74cae,二姐粥铺（民丰店）,梁溪区,2059
3d8adfa0-7725-11ea-98c9-525400c74cae,二姐粥铺（湖滨商业街店）,滨湖区,3005
c912ffb4-7726-11ea-98c9-525400c74cae,二姐粥铺（百花园店）,江阴市,2287
c912ffec-7726-11ea-98c9-525400c74cae,二姐粥铺（益建路店）,江阴市,3186
c9130023-7726-11ea-98c9-525400c74cae,二姐粥铺（长江国际店）,江阴市,1976
dcea667a-7727-11ea-98c9-525400c74cae,二师兄便当（财富广场店）,梁溪区,393
b7d7d04f-741f-11ea-98c9-525400c74cae,二当家砂锅串串火锅（查桥店）,锡山区,1273
dcea66b3-7727-11ea-98c9-525400c74cae,二当家蒸卤面特色钵钵鸡,梁溪区,1126
dcea6724-7727-11ea-98c9-525400c74cae,二炉水产·鲍汁捞饭,梁溪区,1143
dcea675d-7727-11ea-98c9-525400c74cae,二蛋绝味大盘鸡（烧烤）,梁溪区,1312
c913005b-7726-11ea-98c9-525400c74cae,于台一怪龙虾馆（毗陵东路恒大店）,江阴市,668
c9130092-7726-11ea-98c9-525400c74cae,于台一怪龙虾馆（百花园君巫路店）,江阴市,964
6ad78ede-7727-11ea-98c9-525400c74cae,云上麦甜（东山店）,宜兴市,460
dcea6816-7727-11ea-98c9-525400c74cae,云之味菜饭店,梁溪区,3191
c43525fa-741d-11ea-98c9-525400c74cae,云南过桥米线(国际一花园店),新吴区,660
c91300ca-7726-11ea-98c9-525400c74cae,云南过桥米线(春晖路店),江阴市,392
dcea6850-7727-11ea-98c9-525400c74cae,云南过桥米线黄焖鸡米饭（广丰店）,梁溪区,1318
c9130103-7726-11ea-98c9-525400c74cae,云南过桥米线（新百业广场店）,江阴市,1462
dcea68c3-7727-11ea-98c9-525400c74cae,云南过桥米线（春申路沃尔玛店）,梁溪区,1444
dcea68fd-7727-11ea-98c9-525400c74cae,云南过桥米线（苏宁店）,梁溪区,960
dcea6936-7727-11ea-98c9-525400c74cae,云南过桥米线（黄焖鸡鸭血粉丝）,梁溪区,2244
c913013b-7726-11ea-98c9-525400c74cae,云吞当家,江阴市,475
c9130174-7726-11ea-98c9-525400c74cae,云味食坊,江阴市,599
3d8adff4-7725-11ea-98c9-525400c74cae,云客来餐厅(显云街店),滨湖区,2080
3d8ae04e-7725-11ea-98c9-525400c74cae,云客来餐厅（欢乐广场店）,滨湖区,1016
c4352637-741d-11ea-98c9-525400c74cae,云峯大食堂（东宝店）,新吴区,2184
c91301aa-7726-11ea-98c9-525400c74cae,云木奶茶,江阴市,236
b7d7f86d-741f-11ea-98c9-525400c74cae,云茶,锡山区,1532
dcea696f-7727-11ea-98c9-525400c74cae,五口灶·酸菜鱼小馆（广瑞路店）,梁溪区,960
dcea69a8-7727-11ea-98c9-525400c74cae,五口灶·酸菜鱼小馆（滨湖万达店）,梁溪区,2209
dcea69e2-7727-11ea-98c9-525400c74cae,五味厨私房菜（梁溪店）,梁溪区,865
c91301e2-7726-11ea-98c9-525400c74cae,五味草堂五谷渔粉,江阴市,938
6ad78f1d-7727-11ea-98c9-525400c74cae,五味草堂五谷渔粉(电大店),宜兴市,700
