store_name,area,month_sale,risk_value
阳澄湖大闸蟹,梁溪区,3707,0.9701447268295399
阿兴酸辣汤（北大街店）,梁溪区,2825,0.8783970141173594
阿婆绿豆汤,梁溪区,2781,0.8200136426669234
阿术龙虾（东亭店）,梁溪区,2760,0.8517960846300401
阿波牛肉馆（上马墩店）,梁溪区,2897,0.8737894281478984
阿锋烧烤（香榭街店）,梁溪区,2782,0.8642345548334888
陈先生的肉肉（红豆万花城店）,梁溪区,3267,0.9148703566684658
陈大叔镇江鸭血粉丝,梁溪区,3054,0.879956378350731
陈小姐的馄饨店,梁溪区,2873,0.869274177965214
陳先森烧烤吧,梁溪区,3307,0.9447201362963974
集味园卤菜,梁溪区,2123,0.8016866638438422
雪天使（茶饮•甜品•鸡蛋仔•煎饼）,梁溪区,2931,0.873559924976033
青蔬捞烫（红豆万花城店）,梁溪区,2688,0.8251793218887843
青露（民丰路店）,梁溪区,3077,0.8862600755600987
顺口福大食堂,梁溪区,3022,0.9417455005124459
顺字号（原顺旺基民丰店）,梁溪区,2938,0.8617888049039197
顺康小吃（早餐）,梁溪区,2457,0.807700501104267
顺旺基（中山店）,梁溪区,2949,0.8472949882048227
顺旺基（北大店）,梁溪区,3111,0.9009675563551086
顺旺基（华东商贸城店）,梁溪区,3066,0.9196009634606872
顺旺基（欧风店）,梁溪区,2766,0.8816731731648743
顺旺基（靖海店）,梁溪区,3177,0.9224018654917064
顾娘娘的啫啫吧餐厅,梁溪区,3284,0.9444615667717388
顾氏龙虾·羊肉（凤凰街店）,梁溪区,3327,0.9276066699428013
风华果业建筑路店,梁溪区,3557,0.9575448890228313
风华果业（广丰路店）,梁溪区,2800,0.8385089096257397
风华果业（蠡湖人家店）,梁溪区,3146,0.9203186618603866
风雷酸辣汤·金牌烧烤,梁溪区,3128,0.9165405820394353
风雷酸辣汤烧烤（苏嘉路店）,梁溪区,2188,0.813092606765712
风雷酸辣汤（人民西路店）,梁溪区,3092,0.9311490260165747
食上客中式快餐（八佰伴店）,梁溪区,3173,0.9217092366128917
食与食大食堂,梁溪区,2423,0.8071182668040283
食之匠排骨饭（壹家厨房美食城店）,梁溪区,3606,0.9533715838653474
食乐多休闲食品,梁溪区,3281,0.922272612079023
食其家（南禅寺店）,梁溪区,2871,0.8852372177190939
食诺客（光华广场店）,梁溪区,2611,0.8181259454561518
馋小喵三汁小焖锅（三阳广场店）,梁溪区,2839,0.8438844213011435
馋师.好吃不止早餐（火车站店）,梁溪区,2758,0.8595915712257347
馋猫龙虾店,梁溪区,2514,0.830540509202461
馒乡人包子,梁溪区,2768,0.8511213506458474
香格格鲜花馆（无锡）,梁溪区,2547,0.8059779775098247
香盛-手撕烤兔（五爱广场店）,梁溪区,2479,0.8195055600011726
骨头汤菜饭(胜利门店),梁溪区,2746,0.8742593348485613
骨色骨香酱骨饭（人民东路店）,梁溪区,2827,0.8489581097720836
魔鬼牛蛙（三阳东街店）,梁溪区,2518,0.8160791080955349
鱼的错,梁溪区,3307,0.944430071605615
鲁氏烤梨·糍粑冰粉,梁溪区,3137,0.9375597165366281
鲜丰水果(无锡万达广场店),梁溪区,2043,0.805549676403174
鲜丰水果(无锡民丰路店),梁溪区,3202,0.9254970688462648
鲜丰水果(无锡观庭店),梁溪区,2914,0.8592243920536727
鲜丰水果(无锡金马国际店),梁溪区,3390,0.9395907841871575
鲜丰水果（无锡东方瑞景店）,梁溪区,3568,0.94923042885639
鲜丰水果（无锡人民东路店）,梁溪区,2642,0.8335307311888531
鲜丰水果（无锡永丰路店）,梁溪区,2984,0.9275444692384379
鲜丰水果（无锡永乐路）,梁溪区,3424,0.9546889511479142
鲜丰水果（无锡红星路店）,梁溪区,2516,0.8272450376985087
鲜丰水果（无锡蠡湖家园店）,梁溪区,2942,0.9081375851362788
鲜果优选（上马墩店）,梁溪区,2798,0.8212217039531432
鲜果园水果连锁,梁溪区,3142,0.937050161439196
鲜芋仙（新天地店）,梁溪区,3295,0.9510764686123792
鲜菜到家（青石路农贸市场店）,梁溪区,2828,0.8637673855886847
鸡师傅（利华广场店）,梁溪区,2047,0.8079989431745033
鸿记板栗（家乐福店）,梁溪区,3346,0.9455714748683551
鸿运大包（广益店）,梁溪区,2982,0.8575099452926214
鹿港小镇(恒隆广场店),梁溪区,2900,0.8864147656243021
鹿角巷The Alley（苏宁广场店）,梁溪区,3002,0.8628765756761388
鹿角巷（健康路恒隆店）,梁溪区,2434,0.8199831675337665
鹿角巷（新联大厦店）,梁溪区,3070,0.9309269056588744
鹿角戏THE SHOW（南长街店）,梁溪区,3067,0.8706191957011283
鹿角戏THE SHOW（茂业店）,梁溪区,2868,0.886705525126989
鹿野小村茶寮·舒芙蕾饼屋,梁溪区,2215,0.8034305191102166
鹿野茶事,梁溪区,3149,0.9382684502122102
麦道面馆,梁溪区,2893,0.9117435542572175
麻麻香重庆小面（恒隆广场店）,梁溪区,2552,0.8213436560588844
黄记煌三汁焖锅（无锡市崇安区苏宁广场店）,梁溪区,2703,0.8416268251381478
龙眠家常菜馆,梁溪区,2439,0.8128575803525263
